id,qlat,qlon,qyr,qmon,qdy,qhr,qmn,qsc,ml,qdep,name
0,-42.866,171.621,2019,08,02,02,19,17,0.4881642869889758,9.7,20190802021917
1,-42.961,171.881,2019,07,23,10,11,57,1.9418552000310418,11.8,20190723101157
2,-42.723,171.729,2019,09,05,01,43,14,1.6544012319802268,9.0,20190905014314
3,-42.707,171.369,2019,10,17,11,36,33,1.3536468857593764,15.9,20191017113633
4,-42.876,171.611,2019,09,16,00,31,15,0.6265271948529841,10.3,20190916003115
5,-43.077,171.449,2020,02,24,16,18,32,0.9561722117355662,18.1,20200224161832
6,-42.898,171.721,2020,01,12,15,59,06,1.0376972390764765,11.0,20200112155906
7,-42.687,171.859,2019,12,13,21,27,23,0.9322885865772684,11.3,20191213212723
8,-42.75,171.708,2019,07,07,12,57,32,-0.0984502808337121,7.6,20190707125732
9,-42.766,171.634,2019,09,01,04,01,05,0.9217241357732635,11.7,20190901040105
10,-42.668,171.939,2019,08,06,17,42,13,0.6161784540954874,12.2,20190806174213
11,-42.766,171.499,2019,07,13,10,08,05,0.7620809770492529,6.0,20190713100805
12,-42.664,171.876,2019,05,15,10,06,43,0.7330252409176136,11.8,20190515100643
13,-42.682,171.882,2019,07,22,04,08,16,1.5949458516432031,7.6,20190722040816
14,-42.756,171.744,2019,10,19,02,48,53,-0.038580367689085404,7.2,20191019024853
15,-42.974,171.444,2019,05,02,22,23,21,0.9131365629809912,9.0,20190502222321
16,-42.811,171.668,2019,07,30,10,02,03,0.7180288581392558,8.1,20190730100203
17,-42.707,171.373,2019,09,25,11,29,09,3.4419760775518147,16.2,20190925112909
18,-42.911,171.677,2019,10,26,06,47,03,0.9850354564453883,12.5,20191026064703
19,-42.711,171.663,2019,06,01,22,58,09,0.6796335050238064,8.4,20190601225809
20,-42.653,171.93,2019,11,26,13,50,46,0.6844933243815734,12.1,20191126135046
21,-42.757,171.48,2019,06,10,18,24,45,-0.17467158674502958,6.3,20190610182445
22,-42.886,171.746,2019,08,05,06,58,43,0.8036387249959723,10.2,20190805065843
23,-42.683,171.879,2019,12,31,08,19,03,0.3818288162743877,11.4,20191231081903
24,-42.774,171.682,2019,07,29,18,24,21,0.819930584700691,10.1,20190729182421
25,-42.749,171.685,2019,10,27,13,42,01,0.6633061184642752,12.2,20191027134201
26,-42.936,171.932,2020,01,11,13,56,45,3.1907147459170107,13.9,20200111135645
27,-42.935,171.553,2019,05,09,11,39,13,0.5222972945890925,9.1,20190509113913
28,-42.643,171.794,2019,10,24,07,27,47,0.8978490783844055,7.1,20191024072747
29,-42.706,171.89,2019,11,12,06,27,42,1.2471287203544832,11.5,20191112062742
30,-42.79,171.695,2019,12,12,15,40,47,0.7725791289701616,9.9,20191212154047
31,-42.7,171.374,2019,09,24,11,52,34,0.5862569989871647,15.7,20190924115234
32,-42.893,171.791,2019,05,07,21,49,12,0.9148390188294702,19.8,20190507214912
33,-42.966,171.586,2019,09,15,02,34,31,1.6612233076191671,4.3,20190915023431
34,-42.773,171.772,2019,12,08,13,51,38,0.6248464572954824,9.8,20191208135138
35,-42.757,171.803,2019,09,03,14,37,50,0.7299915457460454,9.2,20190903143750
36,-42.878,171.717,2019,07,16,11,05,53,0.7080783816644661,9.9,20190716110553
37,-42.719,171.342,2019,10,21,17,20,57,0.5307683713842473,12.9,20191021172057
38,-42.75,171.469,2019,08,04,19,11,35,0.6926412246013803,7.0,20190804191135
39,-42.709,171.777,2019,06,14,16,02,24,0.16988940247816262,5.8,20190614160224
40,-42.771,171.484,2019,09,01,09,46,13,0.5286487379988499,7.3,20190901094613
41,-42.683,171.366,2019,09,23,02,19,32,1.271213433751939,15.4,20190923021932
42,-42.612,171.791,2019,12,06,06,28,53,0.8596152494990785,11.5,20191206062853
43,-42.757,171.714,2019,10,07,23,52,28,1.323775558279811,11.5,20191007235228
44,-42.655,171.883,2019,05,10,02,01,18,1.4427632469828753,10.7,20190510020118
45,-42.517,171.995,2019,12,26,19,13,16,2.0921492554179295,0.0,20191226191316
46,-42.829,171.676,2019,06,12,12,25,10,0.2363381552046771,7.2,20190612122510
47,-42.627,171.966,2019,08,07,15,38,21,0.7397429532655633,9.5,20190807153821
48,-42.646,171.36,2020,01,11,00,47,16,0.8565143769635274,13.4,20200111004716
49,-42.71,171.779,2019,08,20,14,03,47,0.22365960019385694,9.2,20190820140347
50,-42.756,171.748,2019,09,07,11,11,32,0.5454413053839001,8.9,20190907111132
51,-42.73,171.762,2020,03,03,17,19,26,1.3788645510937276,9.6,20200303171926
52,-42.766,171.483,2019,06,01,17,30,00,0.48641760606260015,7.1,20190601173000
53,-42.871,171.407,2019,06,22,23,45,18,0.34783086906049704,4.4,20190622234518
54,-42.799,171.419,2019,06,15,14,13,58,0.323664914834516,6.9,20190615141358
55,-42.955,171.453,2019,05,03,16,28,59,0.45294153923162805,11.0,20190503162859
56,-42.905,171.695,2019,12,09,08,49,02,0.7891897292868113,12.5,20191209084902
57,-42.936,171.426,2019,12,18,06,16,23,1.1200607640098383,10.2,20191218061623
58,-42.69,171.802,2019,12,23,19,08,02,1.4262186025769095,12.4,20191223190802
59,-42.703,171.693,2020,02,08,06,55,28,1.2141570298164095,9.6,20200208065528
60,-42.762,171.48,2019,06,10,15,34,33,-0.030078691467569932,6.8,20190610153433
61,-42.651,171.955,2019,12,11,03,27,04,1.3051451403871053,10.4,20191211032704
62,-42.786,171.678,2019,09,01,19,33,06,0.07936584690039061,5.6,20190901193306
63,-42.73,171.219,2019,06,15,17,17,37,0.9596490967713445,14.1,20190615171737
64,-42.873,171.629,2019,08,06,12,41,47,1.2977555867822912,7.7,20190806124147
65,-42.679,171.728,2019,09,10,17,41,44,0.666856257593226,11.0,20190910174144
66,-42.876,171.625,2019,08,12,16,28,52,0.9693458645598152,8.6,20190812162852
67,-42.747,171.711,2020,01,08,04,58,47,0.9657931555274791,6.1,20200108045847
68,-42.672,171.863,2019,05,22,06,17,42,0.5133792501298631,10.7,20190522061742
69,-42.675,171.891,2019,12,07,16,06,42,0.9791596709191183,10.7,20191207160642
70,-42.753,171.785,2020,01,13,16,02,11,0.41037716216038916,7.2,20200113160211
71,-42.768,171.676,2019,11,03,00,46,24,0.34709228464056285,7.8,20191103004624
72,-42.708,171.676,2019,09,26,05,14,24,0.4919081600548006,8.2,20190926051424
73,-42.718,171.757,2019,05,11,01,28,40,0.575453160047252,6.6,20190511012840
74,-42.827,171.639,2019,06,22,04,57,05,0.628663656248879,4.5,20190622045705
75,-42.783,171.659,2019,09,04,20,49,05,0.3880628296689916,10.5,20190904204905
76,-42.7,171.374,2019,09,25,16,30,35,0.41446252482501544,15.3,20190925163035
77,-42.734,171.76,2019,10,10,16,07,53,0.45788421097051474,14.7,20191010160753
78,-42.672,171.862,2019,09,08,13,42,19,1.4093855671027227,11.7,20190908134219
79,-42.785,171.691,2019,05,05,20,06,14,0.03863432612533514,5.5,20190505200614
80,-42.894,171.593,2019,06,22,02,27,38,0.2517394668178709,11.3,20190622022738
81,-42.883,171.758,2019,07,10,12,46,08,0.8142639727967533,12.5,20190710124608
82,-42.79,171.657,2019,09,13,16,32,25,0.7418597048861874,9.3,20190913163225
83,-42.776,171.751,2019,11,03,05,40,10,0.5822824816094292,8.3,20191103054010
84,-42.843,171.634,2019,11,28,04,11,33,0.38655670844949,11.2,20191128041133
85,-42.783,171.645,2019,08,19,01,10,45,0.23975048383249778,7.3,20190819011045
86,-42.838,171.809,2019,05,14,18,56,37,2.3372788791489802,10.6,20190514185637
87,-42.68,171.931,2019,07,15,04,44,14,0.5872833037939601,10.8,20190715044414
88,-42.752,171.463,2019,06,10,02,56,58,0.3452213617748565,8.3,20190610025658
89,-42.971,171.964,2019,06,01,18,37,37,1.2841329924791862,13.8,20190601183737
90,-42.652,171.842,2020,02,20,17,43,37,0.6586226305115017,13.4,20200220174337
91,-42.74,171.573,2019,05,18,16,31,08,0.07432292042451859,4.1,20190518163108
92,-42.619,171.88,2019,05,20,10,24,17,0.4441823371933457,12.0,20190520102417
93,-42.777,171.749,2019,05,08,16,25,05,0.21909574752579897,8.2,20190508162505
94,-42.741,171.546,2019,08,30,19,52,07,0.4390087607044402,6.5,20190830195207
95,-42.695,171.375,2019,09,24,14,46,52,1.3678435969320948,15.2,20190924144652
96,-42.68,171.856,2019,10,25,21,49,37,0.8774971089953459,9.7,20191025214937
97,-42.91,171.834,2019,05,24,01,19,14,1.2661007655753371,17.0,20190524011914
98,-42.852,171.488,2019,10,14,15,31,08,1.0155448402733513,9.1,20191014153108
99,-42.767,171.443,2019,07,21,14,36,29,0.21371355408512863,7.6,20190721143629
100,-42.52,171.924,2019,10,23,07,40,33,1.294458974036761,19.8,20191023074033
101,-42.733,171.315,2019,05,15,05,55,33,1.1693368919752163,8.9,20190515055533
102,-42.861,171.651,2019,10,19,13,58,03,0.3155319484330338,8.3,20191019135803
103,-42.864,171.619,2019,08,14,14,06,54,0.5174025893460447,10.6,20190814140654
104,-42.737,171.765,2019,08,11,18,54,28,0.7057411449429194,5.7,20190811185428
105,-42.857,171.623,2020,01,18,12,43,02,0.39913328418669064,8.4,20200118124302
106,-42.871,171.625,2019,07,31,15,56,15,0.4226845382913166,6.5,20190731155615
107,-42.706,171.684,2019,08,25,21,52,46,0.5321839195851098,10.5,20190825215246
108,-42.811,171.666,2019,08,18,22,51,57,0.5412397136656374,7.7,20190818225157
109,-42.587,171.682,2019,07,24,06,02,43,0.2717039720814007,4.2,20190724060243
110,-43.024,171.712,2019,10,30,21,24,58,0.8122343123732643,19.8,20191030212458
111,-42.762,171.489,2020,01,04,10,37,57,0.41434153590813555,7.7,20200104103757
112,-42.702,171.89,2020,02,15,17,49,25,0.8840660821946382,3.9,20200215174925
113,-42.688,171.897,2019,06,14,21,21,06,1.0614571504421966,11.1,20190614212106
114,-42.664,171.889,2019,06,27,06,43,42,0.5550783614412453,12.5,20190627064342
115,-43.052,171.404,2019,07,26,07,54,53,1.3146202522199137,9.7,20190726075453
116,-42.79,171.876,2019,11,29,19,29,25,1.1018517153650642,8.8,20191129192925
117,-42.73,171.774,2019,12,15,17,50,44,0.10934999951550459,7.6,20191215175044
118,-42.963,171.764,2019,09,27,07,38,40,1.142041928373542,15.6,20190927073840
119,-42.944,171.625,2020,02,08,05,43,15,1.2005939213872736,5.4,20200208054315
120,-42.846,171.527,2019,06,29,04,47,21,0.5529916720523242,12.8,20190629044721
121,-42.741,171.732,2019,11,20,16,09,03,1.3967841119938007,7.3,20191120160903
122,-42.913,171.832,2019,05,20,07,13,24,2.264645456074373,14.3,20190520071324
123,-42.755,171.79,2019,09,03,14,57,42,1.072782986891484,10.9,20190903145742
124,-42.752,171.55,2019,05,10,20,20,55,0.2745260265678689,8.0,20190510202055
125,-42.787,171.6,2020,02,04,08,02,24,1.8530667591144057,10.1,20200204080224
126,-42.758,171.793,2019,09,03,14,34,48,1.6549025499731913,11.4,20190903143448
127,-42.79,171.663,2020,02,05,20,28,47,0.8477375672115649,7.5,20200205202847
128,-42.748,171.669,2019,07,02,08,39,25,0.5106622684804729,11.4,20190702083925
129,-42.682,171.665,2019,09,11,18,00,54,0.27007198906940655,11.7,20190911180054
130,-42.627,171.825,2019,05,06,12,32,27,0.5488272510211767,10.7,20190506123227
131,-42.702,171.368,2019,10,17,16,32,26,1.6128784188384118,15.9,20191017163226
132,-42.756,171.756,2019,11,01,12,00,33,0.6544233121153634,10.2,20191101120033
133,-42.794,171.641,2019,10,14,13,29,24,0.4862634752465893,9.3,20191014132924
134,-42.922,171.454,2019,07,28,23,39,16,0.9315092284504941,6.7,20190728233916
135,-42.887,171.792,2019,12,08,15,32,16,1.1387700642155836,12.8,20191208153216
136,-42.731,171.803,2020,01,23,13,40,13,0.6953918634864917,11.7,20200123134013
137,-42.624,171.832,2019,07,07,09,48,08,0.6627158329897386,12.0,20190707094808
138,-42.629,171.726,2019,09,05,18,14,05,1.321428148895849,6.5,20190905181405
139,-42.824,171.449,2019,07,12,13,56,25,0.9558724143764559,10.0,20190712135625
140,-42.74,171.378,2019,05,10,11,44,29,0.7717918145750727,11.8,20190510114429
141,-42.697,171.371,2019,09,24,10,05,24,1.100884570598128,15.4,20190924100524
142,-42.773,171.665,2019,08,01,07,13,31,1.7013576421403918,9.2,20190801071331
143,-42.639,171.425,2019,08,22,09,39,04,0.5837743522571764,11.9,20190822093904
144,-42.927,171.92,2020,01,25,08,07,53,1.5246291218747148,14.6,20200125080753
145,-42.506,171.6,2019,12,12,22,35,55,2.1061464688967306,15.3,20191212223555
146,-42.827,171.45,2019,05,27,14,19,51,0.42130344779341383,4.4,20190527141951
147,-42.877,171.669,2019,06,08,13,17,17,0.4271905825849627,10.7,20190608131717
148,-42.702,171.558,2019,05,19,04,50,50,0.5280424843203335,1.1,20190519045050
149,-42.66,171.89,2019,07,02,11,20,57,0.42790035913587043,12.3,20190702112057
150,-42.713,171.836,2019,06,28,09,46,53,0.3026261428908935,9.8,20190628094653
151,-42.974,171.492,2019,05,10,09,43,51,0.9458032520423741,8.5,20190510094351
152,-42.875,171.635,2019,10,16,07,42,40,0.3548269102656165,9.0,20191016074240
153,-42.764,171.772,2019,10,26,05,15,37,0.737167534046061,8.9,20191026051537
154,-42.754,171.678,2019,11,28,13,21,25,0.6103142085506449,8.7,20191128132125
155,-42.785,171.671,2019,08,30,02,39,48,0.5405800778739278,5.9,20190830023948
156,-42.697,171.37,2019,09,24,14,54,50,1.1438298295415543,15.6,20190924145450
157,-42.665,171.909,2019,07,01,16,41,25,0.6844352720854716,12.1,20190701164125
158,-42.833,171.441,2019,12,18,18,31,42,0.9301457272249529,8.1,20191218183142
159,-42.618,171.985,2020,01,31,11,46,36,0.6501640152041336,9.2,20200131114636
160,-42.782,171.433,2020,01,04,04,26,35,1.2303763382409063,5.5,20200104042635
161,-42.883,171.772,2019,12,31,07,54,34,0.9201685736355685,17.3,20191231075434
162,-42.763,171.5,2020,01,13,13,57,02,0.4210610114632115,2.9,20200113135702
163,-42.655,171.874,2020,01,31,18,06,53,0.9350474146974088,10.0,20200131180653
164,-42.762,171.768,2019,07,02,10,47,43,1.2083992891408804,7.6,20190702104743
165,-42.637,171.56,2019,08,22,03,57,39,0.40289382256410855,2.7,20190822035739
166,-42.689,171.709,2019,06,22,22,29,41,-0.1495645098121683,8.6,20190622222941
167,-42.705,171.374,2019,09,27,12,17,17,4.113872299416065,15.2,20190927121717
168,-42.688,171.736,2019,07,01,06,47,23,0.05291413177037793,10.6,20190701064723
169,-42.762,171.781,2019,07,19,04,42,35,0.8365490523664502,9.9,20190719044235
170,-42.591,171.856,2019,05,03,18,50,48,0.8481692129552447,7.5,20190503185048
171,-42.725,171.757,2019,05,25,03,05,35,0.37553439194721006,8.2,20190525030535
172,-42.877,171.698,2019,06,20,01,53,39,1.8014537546880682,10.8,20190620015339
173,-42.77,171.677,2019,05,05,15,07,11,0.32410674588815347,7.9,20190505150711
174,-42.735,171.771,2019,06,28,02,39,16,0.09032914490424797,11.9,20190628023916
175,-42.76,171.482,2019,08,15,15,46,59,0.07342744703746262,6.9,20190815154659
176,-42.787,171.656,2019,08,21,08,49,55,0.1662231871378546,10.5,20190821084955
177,-42.688,171.362,2019,09,24,11,44,56,1.0911191108274816,15.9,20190924114456
178,-42.71,171.683,2019,09,26,09,34,47,0.17750647874043143,8.6,20190926093447
179,-42.974,171.767,2020,03,05,17,01,36,1.0087121766751754,20.3,20200305170136
180,-42.913,171.839,2019,06,03,09,44,33,1.1086676430348665,12.5,20190603094433
181,-42.756,171.799,2019,08,12,20,15,22,0.7568157115163129,11.2,20190812201522
182,-42.555,171.98,2020,01,28,06,30,01,0.7274634975107904,14.1,20200128063001
183,-42.714,171.546,2019,06,09,21,40,01,0.3837784074752816,3.6,20190609214001
184,-42.765,171.434,2019,07,22,14,29,41,0.6022563950131811,7.1,20190722142941
185,-43.002,171.775,2019,06,01,03,18,57,0.9849904768823005,13.6,20190601031857
186,-42.757,171.722,2020,01,21,21,03,27,0.5311950426217957,11.2,20200121210327
187,-42.792,171.606,2019,05,07,13,47,48,0.45297875184570874,8.7,20190507134748
188,-42.727,171.766,2019,06,22,22,46,20,0.43814421082788246,8.2,20190622224620
189,-42.677,171.151,2020,02,03,04,45,29,1.9725850009727495,20.1,20200203044529
190,-42.678,171.859,2019,11,07,18,53,06,1.2699096890965507,10.1,20191107185306
191,-42.777,171.909,2020,03,04,10,42,49,1.0391543034679105,12.7,20200304104249
192,-42.528,172.001,2020,01,30,10,38,26,1.089101079504558,0.0,20200130103826
193,-42.75,171.668,2019,06,07,08,13,46,0.24021600367398702,11.6,20190607081346
194,-42.915,171.346,2019,06,25,17,56,04,0.6819987491957563,4.7,20190625175604
195,-42.599,171.921,2020,02,15,10,38,05,1.362285456087455,11.3,20200215103805
196,-42.825,171.83,2019,06,22,05,21,59,0.8816183444201567,10.0,20190622052159
197,-42.874,171.638,2019,10,25,16,00,52,1.5782883773051115,8.6,20191025160052
198,-42.73,171.724,2020,01,31,13,08,57,0.31503319370017824,8.9,20200131130857
199,-42.653,171.791,2019,08,01,06,43,31,0.4841858388189811,10.6,20190801064331
200,-42.58,171.955,2019,06,07,17,20,19,1.4429875513268702,9.8,20190607172019
201,-42.924,171.83,2019,10,08,08,15,18,1.7824542706048159,13.2,20191008081518
202,-42.784,171.656,2020,02,05,07,25,18,0.9262818655180831,8.2,20200205072518
203,-42.738,171.719,2019,06,01,20,42,04,1.348596495862658,9.8,20190601204204
204,-42.747,171.77,2019,06,08,21,04,44,0.39389494130463126,8.9,20190608210444
205,-42.631,171.944,2019,11,23,00,15,56,2.7180610565801957,14.6,20191123001556
206,-42.955,171.518,2019,08,12,15,33,36,0.4298667728123492,9.8,20190812153336
207,-42.877,171.718,2020,01,09,08,56,11,0.6843220925241728,10.7,20200109085611
208,-42.706,171.664,2019,05,20,10,07,32,0.31465150073827375,9.5,20190520100732
209,-42.988,171.495,2019,11,29,06,19,37,1.3520715242535595,3.7,20191129061937
210,-42.7,171.695,2019,06,03,09,50,12,-0.1119761899143823,10.0,20190603095012
211,-42.732,171.789,2019,11,01,05,28,54,0.7184585657554619,8.3,20191101052854
212,-42.765,171.753,2020,01,27,07,04,05,0.3714852556554277,9.3,20200127070405
213,-42.759,171.479,2019,06,10,02,54,19,0.6460557537270958,7.0,20190610025419
214,-42.818,171.673,2020,03,05,17,00,27,0.9733174167777877,7.9,20200305170027
215,-42.69,171.846,2020,02,17,15,34,01,1.5479822433023442,8.3,20200217153401
216,-42.714,171.753,2019,11,20,10,50,16,1.1682342214044328,9.7,20191120105016
217,-42.668,171.945,2019,08,25,15,54,42,0.6221686843629786,12.8,20190825155442
218,-42.914,171.839,2019,10,02,11,46,51,0.962229916155105,14.1,20191002114651
219,-42.754,171.788,2019,05,24,08,43,20,0.8574834195247268,8.6,20190524084320
220,-42.767,171.753,2019,07,21,09,07,17,0.4315608349069867,9.3,20190721090717
221,-42.65,171.201,2019,10,14,15,04,49,1.1068626242590685,26.1,20191014150449
222,-42.714,171.577,2019,06,03,02,05,51,0.040940657722678006,9.4,20190603020551
223,-42.624,171.795,2019,06,14,11,31,08,0.04043179375261297,8.3,20190614113108
224,-42.689,171.903,2019,07,21,00,52,53,1.259132480177568,10.1,20190721005253
225,-42.667,171.752,2019,09,05,13,07,54,1.3083514140947183,9.2,20190905130754
226,-42.786,171.7,2019,08,19,08,55,57,0.27398875657369687,10.1,20190819085557
227,-42.757,171.505,2020,01,20,09,35,50,0.30758918618592107,4.8,20200120093550
228,-42.696,171.657,2019,05,12,00,20,26,0.2373854286580496,5.2,20190512002026
229,-42.643,171.526,2019,06,05,21,13,59,0.5790314912078286,1.3,20190605211359
230,-42.986,171.36,2020,02,20,11,33,16,0.9715230593588652,12.9,20200220113316
231,-42.879,171.627,2019,08,03,05,21,48,0.7738446800107155,6.3,20190803052148
232,-42.766,171.631,2019,10,26,20,09,09,0.46058158260257054,8.9,20191026200909
233,-42.863,171.626,2019,08,14,05,37,50,2.617799090037088,4.7,20190814053750
234,-42.894,171.819,2020,02,16,02,49,46,1.2560014049856338,15.6,20200216024946
235,-42.729,171.338,2020,03,02,13,48,15,0.7173652149364955,10.6,20200302134815
236,-42.659,171.919,2019,07,17,07,55,04,0.6027358316059565,4.3,20190717075504
237,-42.703,171.369,2019,09,24,10,54,49,1.5259904910555744,15.9,20190924105449
238,-42.763,171.34,2019,11,09,18,17,56,1.8130523024821137,12.8,20191109181756
239,-42.933,171.568,2019,12,12,01,52,26,1.826318117765437,8.7,20191212015226
240,-42.678,171.855,2019,05,12,13,14,25,0.7384010195791454,11.5,20190512131425
241,-42.699,171.695,2019,07,05,03,35,34,1.0712304299264692,14.1,20190705033534
242,-42.728,171.65,2019,06,15,22,16,32,0.4769514942324872,10.4,20190615221632
243,-42.972,171.511,2019,06,01,22,58,46,1.1390270308878336,5.8,20190601225846
244,-42.777,171.729,2019,08,08,22,18,26,1.7404493290929957,10.9,20190808221826
245,-42.695,171.68,2020,02,08,06,20,22,0.6743214282494122,9.3,20200208062022
246,-42.61,171.958,2019,12,13,21,28,36,0.5965394912159728,14.4,20191213212836
247,-42.748,171.718,2020,03,06,03,19,21,0.6208409297561786,12.6,20200306031921
248,-42.762,171.763,2019,07,04,10,32,36,1.0997231137618197,8.4,20190704103236
249,-42.691,171.699,2020,01,10,16,42,11,0.8313689268447012,10.1,20200110164211
250,-42.757,171.751,2019,07,02,10,47,11,1.7903340735958528,8.3,20190702104711
251,-42.856,171.609,2019,09,18,19,43,13,0.9006912167896423,7.5,20190918194313
252,-42.648,171.942,2019,08,07,21,05,27,0.4487499138047096,12.4,20190807210527
253,-42.697,171.808,2020,01,20,13,08,51,0.3836051099241728,12.1,20200120130851
254,-42.755,171.787,2020,01,22,13,29,43,1.524870029885389,9.9,20200122132943
255,-42.593,171.611,2019,06,18,13,15,17,0.37966922949888904,19.9,20190618131517
256,-42.775,171.741,2020,01,25,15,03,38,0.7141889384221038,6.1,20200125150338
257,-42.968,171.558,2019,05,13,19,15,10,1.0462431061865556,12.8,20190513191510
258,-42.756,171.481,2019,06,03,22,34,05,1.468466806531474,6.8,20190603223405
259,-43.047,171.429,2019,06,09,01,26,14,1.2937097499755426,10.4,20190609012614
260,-42.681,171.853,2019,09,18,02,53,45,1.2572718415006943,11.1,20190918025345
261,-42.65,171.933,2019,06,09,20,14,31,1.7123427432161333,14.6,20190609201431
262,-42.763,171.485,2019,06,12,08,35,46,0.034059242641181195,8.2,20190612083546
263,-42.905,171.675,2019,10,15,23,34,31,0.5644092106511981,11.8,20191015233431
264,-42.671,171.407,2019,06,04,16,38,13,0.6434517810225014,5.4,20190604163813
265,-42.75,171.664,2019,06,09,04,32,19,0.44610186965260007,11.3,20190609043219
266,-42.87,171.625,2019,08,02,04,37,45,0.6196278650533049,12.5,20190802043745
267,-42.602,171.924,2019,09,21,01,08,59,0.5049841158695354,3.4,20190921010859
268,-42.747,171.794,2020,01,22,13,37,19,0.6865635982988071,10.2,20200122133719
269,-42.605,171.89,2019,05,19,15,20,15,0.7998715242155603,9.9,20190519152015
270,-42.965,171.486,2019,05,21,08,49,16,1.4705099111246034,10.5,20190521084916
271,-42.798,171.42,2019,05,26,17,11,25,0.5757522634484636,9.2,20190526171125
272,-42.838,171.834,2019,11,15,05,22,42,0.7377878932279807,10.9,20191115052242
273,-42.689,171.378,2019,09,25,10,51,42,0.6978509761783995,15.6,20190925105142
274,-42.805,171.654,2019,08,05,21,35,40,2.2804887519515,7.8,20190805213540
275,-42.71,171.668,2019,06,18,04,41,31,0.4322349664451823,8.7,20190618044131
276,-42.713,171.848,2019,05,29,01,05,50,0.6395367492019092,6.7,20190529010550
277,-42.752,171.775,2019,10,19,07,14,51,0.4808245221628729,9.9,20191019071451
278,-42.921,171.704,2019,05,05,06,53,24,1.2333918658334972,12.2,20190505065324
279,-42.648,171.834,2019,12,14,22,23,00,0.2180777254710624,3.9,20191214222300
280,-42.725,171.717,2020,01,02,07,50,39,0.6047476234732927,9.3,20200102075039
281,-42.781,171.434,2020,01,04,04,26,35,1.126077088142289,6.1,20200104042635
