id,qlat,qlon,qyr,qmon,qdy,qhr,qmn,qsc,ml,qdep,name
282,-42.936,171.922,2020,01,15,18,32,14,1.9360032039161394,14.7,20200115183214
283,-42.758,171.963,2020,01,20,02,30,55,0.6350963446551425,13.3,20200120023055
284,-42.872,171.639,2020,03,06,16,19,06,0.8747989440745484,7.6,20200306161906
285,-42.662,171.879,2019,09,10,04,22,33,0.4456657167725206,11.5,20190910042233
286,-42.917,171.836,2019,05,20,07,29,06,0.7708915988896228,11.6,20190520072906
287,-42.79,171.951,2019,10,05,20,06,22,0.5569938818715455,10.2,20191005200622
288,-42.704,171.99,2019,06,10,14,53,03,0.7084628471425144,12.2,20190610145303
289,-42.629,171.953,2019,09,18,21,12,47,1.3062524834291447,13.1,20190918211247
290,-42.753,171.747,2020,01,30,06,44,50,0.9138079791363592,9.7,20200130064450
291,-42.705,171.761,2019,06,15,05,05,30,0.2914458922480064,7.1,20190615050530
292,-42.817,171.668,2019,07,19,12,23,47,0.1083722918727445,7.9,20190719122347
293,-42.759,171.481,2019,06,10,14,49,49,0.3018278135767537,7.0,20190610144949
294,-42.756,171.717,2020,01,10,18,26,34,0.3017809294285407,11.8,20200110182634
295,-42.761,171.488,2019,06,03,19,13,23,0.9100754462858168,6.9,20190603191323
296,-42.874,171.628,2019,08,02,14,45,24,0.32216525722297085,7.1,20190802144524
297,-42.716,171.77,2019,08,10,15,49,48,0.2631257486447498,9.8,20190810154948
298,-42.712,171.671,2019,09,28,14,50,01,1.4399877306588924,7.3,20190928145001
299,-42.623,171.831,2019,07,09,19,33,00,0.8329567512301507,12.0,20190709193300
300,-42.742,171.774,2019,07,03,16,48,13,0.21466556230477704,10.0,20190703164813
301,-42.755,171.804,2019,08,07,14,51,05,0.5963178297697702,10.3,20190807145105
302,-42.727,171.711,2019,09,07,07,05,16,0.24471494352540865,9.5,20190907070516
303,-42.829,171.824,2020,01,19,09,52,07,0.6940072645484214,9.8,20200119095207
304,-43.008,171.4,2020,02,09,04,55,29,1.44600757228302,7.2,20200209045529
305,-42.64,171.872,2019,08,03,01,30,04,0.9677165045728038,10.6,20190803013004
306,-42.761,171.706,2019,07,21,01,33,02,0.3537254395995429,12.3,20190721013302
307,-42.741,171.681,2019,10,12,07,34,17,0.21220558753407462,10.8,20191012073417
308,-42.75,171.683,2019,06,29,07,26,46,0.011498387893537281,8.7,20190629072646
309,-42.731,171.722,2019,06,02,03,26,46,0.39475556369129866,12.3,20190602032646
310,-42.875,171.63,2019,08,01,02,52,48,0.9306748495652696,8.4,20190801025248
311,-42.782,171.651,2019,07,22,14,35,04,1.1624766588535214,9.5,20190722143504
312,-42.743,171.732,2019,10,10,14,51,27,1.6714302203047686,6.3,20191010145127
313,-42.953,171.412,2019,11,18,06,34,21,1.2869729975081197,10.4,20191118063421
314,-42.722,171.824,2019,12,28,09,55,31,1.842450788801257,9.9,20191228095531
315,-42.927,171.405,2019,07,05,19,30,44,0.44465742780714335,10.0,20190705193044
316,-42.864,171.708,2019,06,04,09,47,08,0.6072878827908897,12.2,20190604094708
317,-42.709,171.89,2019,07,11,04,10,22,0.4704984766126124,9.4,20190711041022
318,-42.761,171.783,2019,05,06,05,04,20,0.31170956271830963,7.3,20190506050420
319,-42.738,171.785,2019,08,26,00,36,44,0.30347103688348864,6.9,20190826003644
320,-42.757,171.749,2019,05,11,01,11,57,1.5870861771319753,7.8,20190511011157
321,-42.75,171.462,2019,06,08,22,10,46,0.29666752065433893,6.6,20190608221046
322,-42.663,171.883,2020,03,03,18,47,47,0.6511250719232009,11.1,20200303184747
323,-42.671,171.906,2019,07,02,10,12,16,0.6092540505174798,11.7,20190702101216
324,-42.77,171.771,2019,12,29,05,30,49,0.925694034825556,8.5,20191229053049
325,-42.89,171.754,2019,11,30,10,24,16,0.43901761725893756,11.5,20191130102416
326,-42.877,171.633,2019,12,20,00,58,22,0.5706600697418593,7.8,20191220005822
327,-42.561,171.921,2019,09,18,18,10,38,1.7564966181752186,17.8,20190918181038
328,-42.664,171.401,2019,06,04,16,34,31,0.7535009964062285,3.9,20190604163431
329,-42.625,171.841,2019,07,13,21,26,12,1.1439235841130841,11.4,20190713212612
330,-42.888,171.631,2019,08,01,08,13,38,0.1323069126444992,10.2,20190801081338
331,-42.994,171.662,2019,08,07,09,13,12,0.7901077261655344,18.5,20190807091312
332,-42.771,171.681,2020,01,24,12,26,56,0.23363047944401355,7.2,20200124122656
333,-42.643,171.957,2019,08,07,20,57,00,0.7394426426434999,11.7,20190807205700
334,-42.838,171.712,2019,05,18,07,02,23,0.4998986002012039,8.2,20190518070223
335,-42.967,171.433,2019,06,04,00,46,48,1.7898069622382746,8.7,20190604004648
336,-42.958,171.766,2019,07,08,01,30,40,1.017464019234905,18.7,20190708013040
337,-42.723,171.773,2019,07,10,04,01,15,0.5927855170745775,8.8,20190710040115
338,-42.693,171.821,2019,11,05,17,00,23,0.9604069309503388,8.8,20191105170023
339,-43.009,171.769,2020,01,10,15,58,01,1.3959294297833826,10.7,20200110155801
340,-42.772,171.479,2019,08,03,13,01,12,0.8011938176565557,6.1,20190803130112
341,-42.953,171.712,2019,06,19,04,28,19,1.124635685648163,17.4,20190619042819
342,-42.76,171.75,2019,05,20,10,45,53,0.724332966830046,8.0,20190520104553
343,-42.749,171.737,2020,02,09,05,26,11,0.23794418036875556,9.7,20200209052611
344,-42.727,171.765,2019,06,06,01,19,34,0.4978977586527138,9.3,20190606011934
345,-42.705,171.37,2019,09,23,09,21,05,1.4860228742958401,15.9,20190923092105
346,-42.812,171.61,2020,02,24,12,18,26,0.7274642923713283,7.4,20200224121826
347,-42.692,171.837,2019,09,10,05,12,01,0.09648296640022354,7.3,20190910051201
348,-42.653,171.81,2019,09,08,06,24,58,0.5050505435573814,9.9,20190908062458
349,-42.884,171.921,2019,12,14,14,28,27,0.6302116890005197,12.7,20191214142827
350,-42.69,171.773,2020,01,18,04,13,40,1.1240012677002449,11.6,20200118041340
351,-42.688,171.373,2019,09,23,02,40,33,2.1643855769568767,15.5,20190923024033
352,-42.703,171.381,2019,09,24,15,42,35,2.4023398683768127,15.5,20190924154235
353,-42.894,171.761,2019,11,23,22,34,10,1.1158793082697975,12.1,20191123223410
354,-42.789,171.707,2019,12,10,16,27,24,0.1372134990836311,9.0,20191210162724
355,-42.756,171.713,2019,12,25,14,29,03,0.723280221635631,8.7,20191225142903
356,-42.785,171.491,2019,05,02,04,18,51,0.8344548616761115,8.0,20190502041851
357,-42.824,171.639,2019,06,22,00,33,55,1.195241406032579,4.6,20190622003355
358,-42.977,171.43,2019,12,19,11,47,52,1.8796697104516993,12.1,20191219114752
359,-42.693,171.372,2019,09,23,05,11,20,1.1182037886767673,15.7,20190923051120
360,-42.765,171.753,2020,01,27,10,06,05,0.415510357411106,9.0,20200127100605
361,-42.735,171.69,2019,10,29,09,03,52,0.7504750640346469,7.8,20191029090352
362,-42.755,171.43,2020,03,03,02,09,46,1.0610506230741752,3.9,20200303020946
363,-42.622,171.865,2019,07,07,02,56,16,1.2674428587324251,11.4,20190707025616
364,-42.772,171.482,2019,09,01,16,32,37,0.40358253773695524,6.8,20190901163237
365,-42.871,171.618,2019,06,01,00,05,43,0.7091718416270706,11.0,20190601000543
366,-42.745,171.78,2019,12,29,00,06,03,0.9825133881918783,8.2,20191229000603
367,-42.739,171.784,2019,07,10,09,33,53,0.12948390065499754,4.7,20190710093353
368,-42.715,171.763,2019,07,31,22,38,07,0.2813433462817596,10.7,20190731223807
369,-42.865,171.616,2019,08,07,12,02,33,0.5387916786683716,9.6,20190807120233
370,-42.703,171.687,2019,05,16,19,44,29,0.7404022933122091,10.1,20190516194429
371,-42.71,171.82,2019,08,12,01,14,30,0.7571263187154879,4.7,20190812011430
372,-42.77,171.676,2020,02,14,23,16,28,1.2268080121595182,8.0,20200214231628
373,-42.883,171.638,2019,12,26,07,03,13,0.6507697299712076,9.8,20191226070313
374,-42.964,171.496,2019,08,12,22,55,10,0.7763909376505002,8.7,20190812225510
375,-42.81,171.668,2019,07,17,02,04,00,0.8023860472739555,8.1,20190717020400
376,-42.879,171.633,2019,10,30,00,44,40,1.1582457924569955,10.6,20191030004440
377,-42.705,171.367,2019,09,24,10,19,23,0.8495114820846943,15.5,20190924101923
378,-42.873,171.629,2019,12,16,15,01,12,0.8106290636201612,7.1,20191216150112
379,-42.698,171.75,2020,02,22,22,10,41,0.7372976231379638,5.2,20200222221041
380,-42.736,171.773,2019,09,06,09,33,06,0.25552354433329305,8.5,20190906093306
381,-42.946,171.414,2019,12,07,13,35,44,2.4515139310576237,6.0,20191207133544
382,-42.703,171.373,2019,09,24,20,43,45,2.5336068235006084,16.0,20190924204345
383,-42.875,171.629,2019,08,06,08,02,26,0.3860929439933844,9.8,20190806080226
384,-42.74,171.715,2019,12,20,22,33,18,0.44526510805058034,7.4,20191220223318
385,-42.822,171.655,2019,06,22,03,27,58,0.20647830184490965,6.7,20190622032758
386,-42.754,171.736,2019,12,05,21,01,22,2.171318879150768,9.2,20191205210122
387,-42.916,171.591,2020,01,01,15,41,22,0.5094498335864298,8.8,20200101154122
388,-42.725,171.779,2019,08,19,08,41,11,0.23284938408925382,8.6,20190819084111
389,-42.792,171.677,2019,08,31,17,06,05,0.1155269440991686,6.7,20190831170605
390,-42.881,171.64,2020,01,26,10,26,13,0.7421012704136646,10.4,20200126102613
391,-42.707,171.716,2019,08,18,11,39,56,0.111548342300003,10.3,20190818113956
392,-42.75,171.813,2019,05,12,05,52,04,0.6224844865808398,10.0,20190512055204
393,-42.743,171.716,2019,06,09,04,33,08,0.3365210851128467,11.0,20190609043308
394,-42.578,171.915,2019,08,27,20,53,55,1.3394431175544639,13.5,20190827205355
395,-42.889,171.516,2019,08,09,10,57,12,1.188662742890941,9.3,20190809105712
396,-42.734,171.675,2019,06,30,22,44,24,0.4205426811704565,7.3,20190630224424
397,-42.649,171.873,2019,06,12,18,59,08,1.5253076060767876,11.6,20190612185908
398,-42.874,171.782,2019,07,22,04,06,07,0.8601339404580277,12.6,20190722040607
399,-42.855,171.611,2019,07,23,07,35,34,0.3731891317924744,9.1,20190723073534
400,-42.671,171.852,2019,07,24,10,05,50,0.4193874136657942,11.9,20190724100550
401,-42.779,171.739,2019,07,18,15,39,05,1.4105665554849667,9.7,20190718153905
402,-42.762,171.67,2020,02,09,02,45,04,0.5425874238903605,7.8,20200209024504
403,-42.791,171.617,2019,11,02,09,03,19,0.06819871236184608,11.7,20191102090319
404,-42.929,171.431,2019,06,15,01,04,19,1.1129017630594278,3.9,20190615010419
405,-42.719,171.763,2019,08,10,22,03,34,0.38638143124421226,9.4,20190810220334
406,-42.914,171.733,2020,02,11,07,53,43,0.915370463830863,9.3,20200211075343
407,-42.884,171.796,2019,05,25,21,28,41,2.332182410864983,12.4,20190525212841
408,-42.894,171.381,2019,05,01,06,36,43,1.041520733355989,5.8,20190501063643
409,-42.724,171.782,2019,09,14,14,56,02,0.2662530824840485,8.6,20190914145602
410,-42.703,171.763,2019,08,04,18,42,39,0.3121875855901114,12.6,20190804184239
411,-42.784,171.715,2019,08,10,04,32,57,0.3787112683264443,9.6,20190810043257
412,-42.713,171.79,2019,09,10,03,07,01,0.9218198409926381,10.6,20190910030701
413,-42.888,171.678,2019,10,12,16,13,27,0.7582908083981935,9.9,20191012161327
414,-42.703,171.373,2019,10,17,10,49,24,3.7935591124459505,15.0,20191017104924
415,-42.76,171.742,2019,07,09,16,09,05,1.624973351169198,9.7,20190709160905
416,-42.703,171.791,2019,12,06,09,41,02,0.04938187972218316,6.0,20191206094102
417,-42.684,171.739,2019,05,07,18,26,42,0.36719852168598116,14.1,20190507182642
418,-43.047,171.491,2019,05,19,19,41,25,1.3199072652276518,8.6,20190519194125
419,-42.806,171.942,2019,12,05,20,09,26,0.9179762171112361,15.0,20191205200926
420,-42.701,171.374,2019,09,29,14,07,40,2.585480923355732,15.9,20190929140740
421,-42.974,171.753,2020,01,26,10,48,34,0.5912228149362965,14.5,20200126104834
422,-42.704,171.373,2019,09,24,16,10,12,2.9895620116261328,16.2,20190924161012
423,-42.71,171.901,2019,11,27,23,12,42,0.7630837648419608,12.6,20191127231242
424,-42.776,171.661,2020,01,21,04,42,36,0.6035838115208298,7.5,20200121044236
425,-42.75,171.726,2019,09,02,02,20,11,0.9221707910305464,6.4,20190902022011
426,-42.648,171.956,2019,08,07,21,32,43,1.0664238940372353,12.8,20190807213243
427,-42.753,171.717,2020,01,11,06,12,20,1.1804529066393556,11.0,20200111061220
428,-42.978,171.71,2019,06,15,12,01,50,1.1950292543702707,11.8,20190615120150
429,-42.876,171.719,2019,07,22,23,08,15,1.1123210552643776,11.1,20190722230815
430,-42.904,171.725,2020,02,07,18,07,57,0.9579397822145082,8.1,20200207180757
431,-42.742,171.732,2019,09,30,12,35,15,1.5171133311565745,10.3,20190930123515
432,-42.805,171.623,2019,05,25,06,23,24,0.3566282837162219,9.6,20190525062324
433,-42.706,171.678,2019,09,26,22,52,31,1.4869417526521864,7.9,20190926225231
434,-42.648,171.958,2019,12,11,03,22,59,1.0622414844889456,11.5,20191211032259
435,-42.748,171.479,2020,01,03,08,26,39,0.6167155763521498,7.9,20200103082639
436,-42.725,171.753,2019,07,14,10,16,51,1.1174247804136648,8.9,20190714101651
437,-42.857,171.61,2019,09,25,01,03,08,1.4222050423357433,7.5,20190925010308
438,-42.758,171.665,2020,02,09,02,21,13,1.097513019557269,6.2,20200209022113
439,-42.679,171.45,2019,05,11,11,38,35,0.2578481203171835,9.2,20190511113835
440,-42.761,171.769,2019,06,28,11,13,27,0.6315228326429176,11.7,20190628111327
441,-42.778,171.696,2019,08,15,21,28,37,0.9175985674433977,10.4,20190815212837
442,-42.755,171.475,2019,10,02,12,13,14,0.7941958844136132,8.8,20191002121314
443,-42.851,171.657,2019,07,28,09,25,41,0.5115770174734738,7.1,20190728092541
444,-42.878,171.622,2019,07,31,17,45,53,0.7111482478757255,10.4,20190731174553
445,-42.694,171.7,2019,12,04,17,32,20,0.7521474502546286,11.4,20191204173220
446,-42.931,171.614,2019,07,20,19,07,14,0.7815866286450297,4.8,20190720190714
447,-42.722,171.759,2019,10,06,06,21,02,0.5067531741676164,6.5,20191006062102
448,-42.657,171.883,2020,01,10,09,05,02,0.7483325529988959,10.7,20200110090502
449,-42.842,171.766,2020,01,18,09,52,34,0.665188266056137,9.7,20200118095234
450,-42.829,171.312,2019,05,07,14,10,25,0.6862117730397992,10.1,20190507141025
451,-42.929,171.446,2019,11,26,21,01,22,1.7375036916504871,16.7,20191126210122
452,-42.678,171.888,2020,01,07,16,50,45,0.9128900203404896,12.3,20200107165045
453,-42.841,171.326,2019,05,09,21,14,05,1.560017396420831,10.1,20190509211405
454,-42.794,171.658,2019,12,25,13,34,54,1.058407080702564,9.9,20191225133454
455,-42.785,171.638,2019,10,26,23,09,07,0.9354087596739011,9.1,20191026230907
456,-42.68,171.855,2019,09,27,17,29,27,1.3134400289089212,11.1,20190927172927
457,-42.938,171.96,2019,10,20,00,51,17,2.267159985655923,14.5,20191020005117
458,-42.777,171.68,2020,01,03,19,48,47,0.8583657737904963,9.8,20200103194847
459,-42.922,171.821,2019,07,07,13,07,54,0.38695381058276296,10.6,20190707130754
460,-42.967,171.412,2019,11,22,19,29,37,0.8705100684218146,14.5,20191122192937
461,-42.673,171.864,2020,02,10,13,58,34,0.4145999428798696,5.3,20200210135834
462,-42.736,171.721,2019,05,24,21,37,11,0.4531963241354512,10.2,20190524213711
463,-42.778,171.674,2019,10,27,21,58,45,0.34279482968234587,10.1,20191027215845
464,-42.771,171.681,2020,01,07,22,31,43,0.7349604802017027,9.2,20200107223143
465,-42.723,171.754,2020,03,06,12,13,23,1.0497116387663623,9.8,20200306121323
466,-42.719,171.749,2019,07,16,13,04,30,0.9243777331941879,8.7,20190716130430
467,-42.698,171.694,2019,09,04,06,45,58,1.3502516761235992,9.7,20190904064558
468,-42.987,171.757,2019,12,24,14,25,18,2.167386571041099,9.0,20191224142518
469,-42.698,171.711,2020,01,28,08,31,36,0.0863362582262127,11.2,20200128083136
470,-42.976,171.214,2020,02,11,12,17,57,0.9659206177327935,17.2,20200211121757
471,-42.736,171.719,2019,06,04,02,17,49,0.8612839936158265,9.4,20190604021749
472,-42.752,171.55,2019,05,12,01,15,22,0.3875400519858713,8.0,20190512011522
473,-42.608,171.939,2019,05,13,14,57,40,1.4280042716402952,13.5,20190513145740
474,-42.709,171.697,2019,05,23,04,45,05,0.2833604525064309,12.2,20190523044505
475,-42.721,171.756,2020,02,29,20,49,02,1.3035128172559995,10.3,20200229204902
476,-42.79,171.532,2020,03,03,00,09,26,0.9572715468224572,13.2,20200303000926
477,-42.617,171.88,2019,08,12,18,30,06,0.9820027001403788,11.2,20190812183006
478,-42.706,171.79,2019,11,25,14,29,43,0.23797581299174292,11.1,20191125142943
479,-42.771,171.672,2019,11,18,08,51,28,0.7471494000351845,8.8,20191118085128
480,-42.694,171.698,2019,12,01,13,26,09,0.756857175861527,11.5,20191201132609
481,-42.77,171.484,2019,09,30,06,25,48,1.2659489957547319,7.1,20190930062548
482,-42.771,171.673,2019,06,22,19,13,57,0.08638174733775494,7.5,20190622191357
483,-42.943,171.635,2020,01,21,11,01,33,0.6914446033792753,4.6,20200121110133
484,-42.756,171.749,2020,02,15,06,40,08,0.3980276134997832,12.9,20200215064008
485,-42.864,171.613,2019,09,25,21,21,19,0.6276888434990775,9.5,20190925212119
486,-42.77,171.776,2020,01,17,09,02,20,0.3023864931141812,6.4,20200117090220
487,-42.627,171.826,2019,07,09,05,17,18,1.015572801144651,12.4,20190709051718
488,-42.557,171.948,2020,02,07,13,21,10,1.149963829554325,6.7,20200207132110
489,-42.744,171.776,2019,11,23,12,49,54,0.1480986623898284,11.6,20191123124954
490,-42.784,171.611,2019,07,24,04,22,04,0.11830981928425878,12.1,20190724042204
491,-42.692,171.816,2019,12,31,06,13,24,0.0038693398742539915,10.0,20191231061324
492,-42.761,171.481,2019,06,10,17,58,04,0.6191512953268842,7.0,20190610175804
493,-42.877,171.63,2020,02,12,02,04,57,1.590463987136978,9.5,20200212020457
494,-42.771,171.673,2019,12,23,10,08,42,0.9134697536469283,8.5,20191223100842
495,-42.628,171.84,2019,07,19,13,03,13,1.0184399025353215,12.0,20190719130313
496,-42.92,171.917,2019,10,18,14,16,23,1.3221873686374754,12.8,20191018141623
497,-42.989,171.749,2019,12,24,10,11,04,1.1569649089713905,10.3,20191224101104
498,-42.672,171.926,2019,09,06,16,25,25,1.7392089445943857,13.0,20190906162525
499,-42.715,171.742,2019,12,01,00,07,56,0.600995358375072,6.9,20191201000756
500,-42.682,171.908,2019,11,23,06,30,21,0.46035659722247035,7.3,20191123063021
501,-42.889,171.66,2020,02,09,19,37,21,0.6182449766252625,12.7,20200209193721
502,-42.783,171.593,2019,07,19,22,43,13,0.05226133331991745,9.7,20190719224313
503,-42.727,171.703,2019,08,24,10,00,43,0.2721849525275406,9.4,20190824100043
504,-42.705,171.367,2019,09,24,13,43,24,1.1114930872985866,16.0,20190924134324
505,-42.727,171.764,2019,11,02,22,02,49,0.4907430438398932,9.9,20191102220249
506,-42.714,171.836,2019,06,04,10,49,32,0.41064651253631124,8.2,20190604104932
507,-42.758,171.786,2019,09,06,13,04,01,0.6667635990364918,10.0,20190906130401
508,-42.746,171.721,2020,01,29,08,11,12,1.0633798707886788,6.9,20200129081112
509,-42.525,172.064,2020,01,31,08,48,32,1.852741409686402,23.3,20200131084832
510,-42.869,171.766,2020,02,14,04,10,47,0.7751360520669148,10.3,20200214041047
511,-42.676,171.855,2019,07,06,03,29,05,0.19280122802876537,14.1,20190706032905
512,-42.854,171.609,2019,11,12,23,43,00,0.1450017294190588,7.0,20191112234300
513,-42.785,171.895,2019,12,18,20,49,06,1.0422974009703851,13.6,20191218204906
514,-42.86,171.65,2020,01,21,05,38,33,0.7014213019252347,10.0,20200121053833
515,-42.881,171.684,2019,06,15,01,09,29,0.34264841586831973,11.2,20190615010929
516,-42.706,171.668,2019,05,20,18,00,39,0.18868106632136455,8.9,20190520180039
517,-42.82,171.622,2019,06,25,17,15,51,0.015432130083559903,3.0,20190625171551
518,-42.697,171.7,2019,10,05,19,55,00,0.6677212662052342,9.3,20191005195500
519,-42.868,171.571,2019,08,24,04,43,03,0.3239230667214473,5.3,20190824044303
520,-42.739,171.249,2020,03,02,04,53,15,1.2551489636054691,9.0,20200302045315
521,-42.702,171.698,2019,05,04,23,03,21,0.10584937850067168,9.1,20190504230321
522,-42.761,171.484,2019,06,04,12,07,17,0.14506354838509883,7.3,20190604120717
523,-42.896,171.71,2019,08,12,17,21,27,1.3092076966476907,10.4,20190812172127
524,-42.56,171.91,2019,11,21,21,26,10,0.9763907304032526,17.6,20191121212610
525,-42.765,171.678,2020,01,07,13,03,22,0.0694066981515264,7.9,20200107130322
526,-42.865,171.621,2019,08,13,12,11,29,2.6853798524795276,6.5,20190813121129
527,-42.801,171.862,2019,09,03,01,26,05,1.1497718881128507,12.1,20190903012605
528,-42.622,171.845,2019,07,20,18,09,46,0.8036831708570993,11.6,20190720180946
529,-42.68,171.869,2020,01,04,20,51,12,0.5458469363691154,10.5,20200104205112
530,-42.596,171.942,2019,07,11,21,32,28,1.0042905519482352,11.6,20190711213228
531,-42.754,171.579,2019,07,27,06,29,09,0.633171705192687,11.0,20190727062909
532,-42.761,171.77,2019,07,16,23,18,03,0.8084208642591305,8.1,20190716231803
533,-42.676,171.732,2019,06,22,05,43,43,0.24868967242176251,9.8,20190622054343
534,-42.744,171.827,2019,09,15,18,30,52,0.30294933864652573,0.0,20190915183052
535,-42.861,171.619,2020,01,16,07,11,20,0.5572923120840352,11.7,20200116071120
536,-42.692,171.827,2019,10,12,15,01,11,0.8207423149259144,11.7,20191012150111
537,-42.823,171.808,2019,11,27,11,51,36,0.7394172459164601,11.5,20191127115136
538,-42.641,171.956,2019,12,16,04,56,39,1.430657291843068,11.6,20191216045639
539,-42.705,171.369,2019,09,24,09,31,37,1.7559917352553707,16.4,20190924093137
540,-42.877,171.75,2020,02,17,11,23,52,0.6912981867616289,10.5,20200217112352
541,-42.867,171.633,2020,01,22,12,55,14,0.2583930741961499,9.6,20200122125514
542,-42.766,171.439,2019,06,12,22,45,51,0.46268721942403634,5.5,20190612224551
543,-42.965,171.368,2019,06,02,20,11,05,0.3189650235606063,12.8,20190602201105
544,-43.028,171.482,2020,03,01,08,16,46,1.0867329569578215,5.9,20200301081646
545,-42.918,171.928,2020,02,05,10,14,18,1.088679883227592,9.2,20200205101418
546,-42.682,171.929,2019,09,15,14,24,08,0.8915365426799619,11.3,20190915142408
547,-42.703,171.692,2019,07,31,00,29,31,0.46543489264905374,10.7,20190731002931
548,-42.669,171.97,2019,12,17,17,01,51,0.7317423183365956,12.5,20191217170151
549,-42.768,171.663,2019,05,25,19,42,37,-0.04779653670628335,10.1,20190525194237
550,-42.659,171.837,2019,07,31,16,03,16,0.3829300371119854,6.2,20190731160316
551,-42.902,171.698,2020,01,01,06,49,48,0.6216518895670011,12.3,20200101064948
552,-42.775,171.679,2019,10,16,22,36,49,0.4576091974407844,10.3,20191016223649
553,-42.537,171.951,2020,02,06,14,51,05,0.6137602318083218,1.4,20200206145105
554,-42.721,171.756,2020,02,06,10,03,24,0.8946934735068918,10.2,20200206100324
555,-42.803,171.475,2019,08,29,09,45,23,0.5100573824352542,7.4,20190829094523
556,-42.876,171.631,2020,01,01,14,34,47,0.3191721837784378,9.0,20200101143447
557,-42.653,171.905,2019,08,26,15,31,26,1.1009728517542554,11.7,20190826153126
558,-42.877,171.625,2019,08,02,06,14,45,1.2474776481432457,9.8,20190802061445
559,-42.678,171.855,2019,10,08,21,15,32,1.06409573239407,11.7,20191008211532
560,-42.701,171.372,2019,09,28,23,07,45,3.3359689602125573,15.4,20190928230745
561,-42.595,171.808,2019,08,04,22,26,46,-0.07553895216209178,10.0,20190804222646
562,-42.767,171.675,2020,01,14,04,33,43,1.1006530800471244,8.0,20200114043343
